07/22 05:21:40 AM | 
07/22 06:04:27 AM | Train: [ 26/600] Step 400/520 Loss 1.781 Prec@(1,5) (64.7%, 90.4%)
07/22 06:04:45 AM | Train: [ 26/600] Step 520/520 Loss 1.794 Prec@(1,5) (64.6%, 90.3%)
07/22 06:04:45 AM | Train: [ 26/600] Final Prec@1 64.5660%
07/22 06:04:45 AM | Valid: [ 26/600] Step 000/104 Loss 1.356 Prec@(1,5) (62.5%, 88.5%)
07/22 06:04:49 AM | Valid: [ 26/600] Step 104/104 Loss 1.596 Prec@(1,5) (58.9%, 86.1%)
07/22 06:04:49 AM | Valid: [ 26/600] Final Prec@1 58.9400%
07/22 06:04:49 AM | Epoch 26 LR 0.024875295721456966
07/22 06:04:50 AM | Train: [ 27/600] Step 000/520 Loss 2.231 Prec@(1,5) (62.5%, 88.5%)
07/22 06:05:20 AM | Train: [ 27/600] Step 200/520 Loss 1.749 Prec@(1,5) (65.8%, 90.6%)
07/22 06:05:53 AM | Train: [ 27/600] Step 400/520 Loss 1.766 Prec@(1,5) (65.2%, 90.4%)
07/22 06:06:13 AM | Train: [ 27/600] Step 520/520 Loss 1.774 Prec@(1,5) (65.0%, 90.3%)
07/22 06:06:13 AM | Train: [ 27/600] Final Prec@1 65.0160%
07/22 06:06:13 AM | Valid: [ 27/600] Step 000/104 Loss 1.313 Prec@(1,5) (66.7%, 90.6%)
07/22 06:06:17 AM | Valid: [ 27/600] Step 104/104 Loss 1.443 Prec@(1,5) (62.4%, 88.5%)
07/22 06:06:17 AM | Valid: [ 27/600] Final Prec@1 62.4000%
07/22 06:06:17 AM | Epoch 27 LR 0.024865904162037353
07/22 06:06:18 AM | Train: [ 28/600] Step 000/520 Loss 1.486 Prec@(1,5) (67.7%, 95.8%)
07/22 06:06:48 AM | Train: [ 28/600] Step 200/520 Loss 1.708 Prec@(1,5) (66.3%, 91.0%)
07/22 06:07:17 AM | Train: [ 28/600] Step 400/520 Loss 1.751 Prec@(1,5) (65.4%, 90.6%)
07/22 06:07:36 AM | Train: [ 28/600] Step 520/520 Loss 1.764 Prec@(1,5) (65.3%, 90.4%)
07/22 06:07:36 AM | Train: [ 28/600] Final Prec@1 65.2580%
07/22 06:07:37 AM | Valid: [ 28/600] Step 000/104 Loss 1.238 Prec@(1,5) (66.7%, 89.6%)
07/22 06:07:41 AM | Valid: [ 28/600] Step 104/104 Loss 1.357 Prec@(1,5) (63.2%, 89.0%)
07/22 06:07:41 AM | Valid: [ 28/600] Final Prec@1 63.2200%
07/22 06:07:41 AM | Epoch 28 LR 0.02485617358510854
07/22 06:07:42 AM | Train: [ 29/600] Step 000/520 Loss 1.575 Prec@(1,5) (66.7%, 94.8%)
07/22 06:08:14 AM | Train: [ 29/600] Step 200/520 Loss 1.691 Prec@(1,5) (66.8%, 91.5%)
07/22 06:08:44 AM | Train: [ 29/600] Step 400/520 Loss 1.720 Prec@(1,5) (66.2%, 91.0%)
07/22 06:09:03 AM | Train: [ 29/600] Step 520/520 Loss 1.738 Prec@(1,5) (65.8%, 90.8%)
07/22 06:09:03 AM | Train: [ 29/600] Final Prec@1 65.7600%
07/22 06:09:03 AM | Valid: [ 29/600] Step 000/104 Loss 1.358 Prec@(1,5) (63.5%, 88.5%)
07/22 06:09:07 AM | Valid: [ 29/600] Step 104/104 Loss 1.462 Prec@(1,5) (61.7%, 87.5%)
07/22 06:09:07 AM | Valid: [ 29/600] Final Prec@1 61.7300%
07/22 06:09:07 AM | Epoch 29 LR 0.02484610425743922
07/22 06:09:08 AM | Train: [ 30/600] Step 000/520 Loss 1.540 Prec@(1,5) (71.9%, 94.8%)
07/22 06:09:39 AM | Train: [ 30/600] Step 200/520 Loss 1.678 Prec@(1,5) (66.9%, 91.6%)
07/22 06:10:10 AM | Train: [ 30/600] Step 400/520 Loss 1.707 Prec@(1,5) (66.1%, 91.2%)
07/22 06:10:28 AM | Train: [ 30/600] Step 520/520 Loss 1.712 Prec@(1,5) (66.1%, 91.0%)
07/22 06:10:28 AM | Train: [ 30/600] Final Prec@1 66.1360%
07/22 06:10:28 AM | Valid: [ 30/600] Step 000/104 Loss 1.269 Prec@(1,5) (67.7%, 87.5%)
07/22 06:10:33 AM | Valid: [ 30/600] Step 104/104 Loss 1.353 Prec@(1,5) (63.3%, 89.1%)
07/22 06:10:33 AM | Valid: [ 30/600] Final Prec@1 63.3100%
07/22 06:10:33 AM | Epoch 30 LR 0.02483569645508509
07/22 06:10:33 AM | Train: [ 31/600] Step 000/520 Loss 1.407 Prec@(1,5) (67.7%, 95.8%)
07/22 06:11:04 AM | Train: [ 31/600] Step 200/520 Loss 1.661 Prec@(1,5) (67.2%, 91.5%)
07/22 06:11:34 AM | Train: [ 31/600] Step 400/520 Loss 1.699 Prec@(1,5) (66.5%, 91.2%)
07/22 06:11:52 AM | Train: [ 31/600] Step 520/520 Loss 1.705 Prec@(1,5) (66.3%, 91.2%)
07/22 06:11:53 AM | Train: [ 31/600] Final Prec@1 66.3240%
07/22 06:11:53 AM | Valid: [ 31/600] Step 000/104 Loss 1.331 Prec@(1,5) (64.6%, 91.7%)
07/22 06:11:57 AM | Valid: [ 31/600] Step 104/104 Loss 1.345 Prec@(1,5) (64.2%, 89.4%)
07/22 06:11:57 AM | Valid: [ 31/600] Final Prec@1 64.2300%
07/22 06:11:58 AM | Epoch 31 LR 0.02482495046338131
07/22 06:11:58 AM | Train: [ 32/600] Step 000/520 Loss 1.719 Prec@(1,5) (64.6%, 92.7%)
07/22 06:12:28 AM | Train: [ 32/600] Step 200/520 Loss 1.662 Prec@(1,5) (67.1%, 91.6%)
07/22 06:12:58 AM | Train: [ 32/600] Step 400/520 Loss 1.678 Prec@(1,5) (66.7%, 91.3%)
07/22 06:13:16 AM | Train: [ 32/600] Step 520/520 Loss 1.676 Prec@(1,5) (66.8%, 91.4%)
07/22 06:13:16 AM | Train: [ 32/600] Final Prec@1 66.7760%
07/22 06:13:16 AM | Valid: [ 32/600] Step 000/104 Loss 1.271 Prec@(1,5) (65.6%, 85.4%)
07/22 06:13:20 AM | Valid: [ 32/600] Step 104/104 Loss 1.318 Prec@(1,5) (64.6%, 89.2%)
07/22 06:13:20 AM | Valid: [ 32/600] Final Prec@1 64.5600%
07/22 06:13:20 AM | Epoch 32 LR 0.024813866576934674
07/22 06:13:21 AM | Train: [ 33/600] Step 000/520 Loss 1.766 Prec@(1,5) (68.8%, 89.6%)
07/22 06:13:52 AM | Train: [ 33/600] Step 200/520 Loss 1.633 Prec@(1,5) (67.6%, 92.0%)
07/22 06:14:22 AM | Train: [ 33/600] Step 400/520 Loss 1.669 Prec@(1,5) (67.0%, 91.6%)
07/22 06:14:40 AM | Train: [ 33/600] Step 520/520 Loss 1.679 Prec@(1,5) (66.8%, 91.4%)
07/22 06:14:40 AM | Train: [ 33/600] Final Prec@1 66.8260%
07/22 06:14:40 AM | Valid: [ 33/600] Step 000/104 Loss 1.140 Prec@(1,5) (67.7%, 91.7%)
07/22 06:14:44 AM | Valid: [ 33/600] Step 104/104 Loss 1.391 Prec@(1,5) (62.9%, 88.7%)
07/22 06:14:44 AM | Valid: [ 33/600] Final Prec@1 62.8800%
07/22 06:14:44 AM | Epoch 33 LR 0.02480244509961552
07/22 06:14:45 AM | Train: [ 34/600] Step 000/520 Loss 1.677 Prec@(1,5) (67.7%, 85.4%)
07/22 06:15:15 AM | Train: [ 34/600] Step 200/520 Loss 1.603 Prec@(1,5) (68.6%, 92.2%)
07/22 06:15:45 AM | Train: [ 34/600] Step 400/520 Loss 1.643 Prec@(1,5) (67.7%, 91.9%)
07/22 06:16:05 AM | Train: [ 34/600] Step 520/520 Loss 1.658 Prec@(1,5) (67.4%, 91.7%)
07/22 06:16:05 AM | Train: [ 34/600] Final Prec@1 67.3760%
07/22 06:16:05 AM | Valid: [ 34/600] Step 000/104 Loss 1.285 Prec@(1,5) (61.5%, 88.5%)
07/22 06:16:09 AM | Valid: [ 34/600] Step 104/104 Loss 1.415 Prec@(1,5) (63.4%, 89.1%)
07/22 06:16:09 AM | Valid: [ 34/600] Final Prec@1 63.4100%
07/22 06:16:10 AM | Epoch 34 LR 0.024790686344549433
07/22 06:16:10 AM | Train: [ 35/600] Step 000/520 Loss 1.569 Prec@(1,5) (68.8%, 92.7%)
07/22 06:16:39 AM | Train: [ 35/600] Step 200/520 Loss 1.589 Prec@(1,5) (69.1%, 92.4%)
07/22 06:17:09 AM | Train: [ 35/600] Step 400/520 Loss 1.628 Prec@(1,5) (68.3%, 91.8%)
07/22 06:17:29 AM | Train: [ 35/600] Step 520/520 Loss 1.651 Prec@(1,5) (67.9%, 91.6%)
07/22 06:17:29 AM | Train: [ 35/600] Final Prec@1 67.8600%
07/22 06:17:29 AM | Valid: [ 35/600] Step 000/104 Loss 1.450 Prec@(1,5) (66.7%, 86.5%)
07/22 06:17:34 AM | Valid: [ 35/600] Step 104/104 Loss 1.330 Prec@(1,5) (64.3%, 89.4%)
07/22 06:17:34 AM | Valid: [ 35/600] Final Prec@1 64.3300%
07/22 06:17:34 AM | Epoch 35 LR 0.02477859063410861
07/22 06:17:35 AM | Train: [ 36/600] Step 000/520 Loss 1.623 Prec@(1,5) (70.8%, 92.7%)
07/22 06:18:08 AM | Train: [ 36/600] Step 200/520 Loss 1.580 Prec@(1,5) (68.8%, 92.2%)
07/22 06:18:38 AM | Train: [ 36/600] Step 400/520 Loss 1.618 Prec@(1,5) (68.1%, 92.0%)
07/22 06:18:56 AM | Train: [ 36/600] Step 520/520 Loss 1.632 Prec@(1,5) (67.9%, 91.9%)
07/22 06:18:56 AM | Train: [ 36/600] Final Prec@1 67.8600%
07/22 06:18:56 AM | Valid: [ 36/600] Step 000/104 Loss 1.350 Prec@(1,5) (63.5%, 86.5%)
07/22 06:19:00 AM | Valid: [ 36/600] Step 104/104 Loss 1.567 Prec@(1,5) (60.1%, 86.6%)
07/22 06:19:00 AM | Valid: [ 36/600] Final Prec@1 60.1400%
07/22 06:19:00 AM | Epoch 36 LR 0.02476615829990306
07/22 06:19:01 AM | Train: [ 37/600] Step 000/520 Loss 1.667 Prec@(1,5) (66.7%, 91.7%)
07/22 06:19:34 AM | Train: [ 37/600] Step 200/520 Loss 1.575 Prec@(1,5) (69.0%, 92.4%)
07/22 06:20:06 AM | Train: [ 37/600] Step 400/520 Loss 1.615 Prec@(1,5) (68.1%, 92.0%)
07/22 06:20:24 AM | Train: [ 37/600] Step 520/520 Loss 1.631 Prec@(1,5) (67.9%, 91.9%)
07/22 06:20:24 AM | Train: [ 37/600] Final Prec@1 67.9400%
07/22 06:20:25 AM | Valid: [ 37/600] Step 000/104 Loss 1.599 Prec@(1,5) (64.6%, 85.4%)
07/22 06:20:29 AM | Valid: [ 37/600] Step 104/104 Loss 1.600 Prec@(1,5) (60.1%, 86.9%)
07/22 06:20:29 AM | Valid: [ 37/600] Final Prec@1 60.0700%
07/22 06:20:29 AM | Epoch 37 LR 0.02475338968277152
07/22 06:20:29 AM | Train: [ 38/600] Step 000/520 Loss 1.653 Prec@(1,5) (63.5%, 92.7%)
07/22 06:20:59 AM | Train: [ 38/600] Step 200/520 Loss 1.560 Prec@(1,5) (69.4%, 92.5%)
07/22 06:21:31 AM | Train: [ 38/600] Step 400/520 Loss 1.600 Prec@(1,5) (68.4%, 92.1%)
07/22 06:21:51 AM | Train: [ 38/600] Step 520/520 Loss 1.613 Prec@(1,5) (68.2%, 92.0%)
07/22 06:21:51 AM | Train: [ 38/600] Final Prec@1 68.2220%
07/22 06:21:51 AM | Valid: [ 38/600] Step 000/104 Loss 1.310 Prec@(1,5) (61.5%, 90.6%)
07/22 06:21:55 AM | Valid: [ 38/600] Step 104/104 Loss 1.359 Prec@(1,5) (63.9%, 89.4%)
07/22 06:21:55 AM | Valid: [ 38/600] Final Prec@1 63.9300%
07/22 06:21:55 AM | Epoch 38 LR 0.02474028513277207
07/22 06:21:56 AM | Train: [ 39/600] Step 000/520 Loss 1.587 Prec@(1,5) (64.6%, 92.7%)
07/22 06:22:25 AM | Train: [ 39/600] Step 200/520 Loss 1.551 Prec@(1,5) (69.0%, 92.6%)
07/22 06:22:55 AM | Train: [ 39/600] Step 400/520 Loss 1.586 Prec@(1,5) (68.6%, 92.2%)
07/22 06:23:13 AM | Train: [ 39/600] Step 520/520 Loss 1.596 Prec@(1,5) (68.4%, 92.2%)
07/22 06:23:13 AM | Train: [ 39/600] Final Prec@1 68.3660%
07/22 06:23:13 AM | Valid: [ 39/600] Step 000/104 Loss 1.566 Prec@(1,5) (63.5%, 83.3%)
07/22 06:23:18 AM | Valid: [ 39/600] Step 104/104 Loss 1.427 Prec@(1,5) (63.1%, 88.2%)
07/22 06:23:18 AM | Valid: [ 39/600] Final Prec@1 63.1000%
07/22 06:23:18 AM | Epoch 39 LR 0.02472684500917257
07/22 06:23:19 AM | Train: [ 40/600] Step 000/520 Loss 1.527 Prec@(1,5) (71.9%, 92.7%)
07/22 06:23:52 AM | Train: [ 40/600] Step 200/520 Loss 1.557 Prec@(1,5) (69.1%, 92.4%)
07/22 06:24:22 AM | Train: [ 40/600] Step 400/520 Loss 1.581 Prec@(1,5) (68.7%, 92.3%)
07/22 06:24:40 AM | Train: [ 40/600] Step 520/520 Loss 1.591 Prec@(1,5) (68.5%, 92.2%)
07/22 06:24:40 AM | Train: [ 40/600] Final Prec@1 68.5260%
07/22 06:24:41 AM | Valid: [ 40/600] Step 000/104 Loss 1.218 Prec@(1,5) (65.6%, 88.5%)
07/22 06:24:45 AM | Valid: [ 40/600] Step 104/104 Loss 1.400 Prec@(1,5) (63.7%, 88.5%)
07/22 06:24:45 AM | Valid: [ 40/600] Final Prec@1 63.7100%
07/22 06:24:45 AM | Epoch 40 LR 0.024713069680440795
07/22 06:24:45 AM | Train: [ 41/600] Step 000/520 Loss 1.247 Prec@(1,5) (76.0%, 93.8%)
07/22 06:25:18 AM | Train: [ 41/600] Step 200/520 Loss 1.552 Prec@(1,5) (69.3%, 92.7%)
07/22 06:25:51 AM | Train: [ 41/600] Step 400/520 Loss 1.568 Prec@(1,5) (69.2%, 92.5%)
07/22 06:26:10 AM | Train: [ 41/600] Step 520/520 Loss 1.580 Prec@(1,5) (68.8%, 92.3%)
07/22 06:26:10 AM | Train: [ 41/600] Final Prec@1 68.8100%
07/22 06:26:11 AM | Valid: [ 41/600] Step 000/104 Loss 1.132 Prec@(1,5) (70.8%, 91.7%)
07/22 06:26:15 AM | Valid: [ 41/600] Step 104/104 Loss 1.268 Prec@(1,5) (66.0%, 90.5%)
07/22 06:26:15 AM | Valid: [ 41/600] Final Prec@1 66.0400%
07/22 06:26:15 AM | Epoch 41 LR 0.024698959524234343
07/22 06:26:15 AM | Train: [ 42/600] Step 000/520 Loss 1.651 Prec@(1,5) (66.7%, 93.8%)
07/22 06:26:46 AM | Train: [ 42/600] Step 200/520 Loss 1.530 Prec@(1,5) (69.8%, 92.7%)
07/22 06:27:18 AM | Train: [ 42/600] Step 400/520 Loss 1.565 Prec@(1,5) (68.9%, 92.4%)
07/22 06:27:37 AM | Train: [ 42/600] Step 520/520 Loss 1.572 Prec@(1,5) (68.9%, 92.4%)
07/22 06:27:37 AM | Train: [ 42/600] Final Prec@1 68.8900%
07/22 06:27:37 AM | Valid: [ 42/600] Step 000/104 Loss 1.236 Prec@(1,5) (62.5%, 88.5%)
07/22 06:27:41 AM | Valid: [ 42/600] Step 104/104 Loss 1.325 Prec@(1,5) (64.1%, 89.4%)
07/22 06:27:41 AM | Valid: [ 42/600] Final Prec@1 64.1400%
07/22 06:27:41 AM | Epoch 42 LR 0.02468451492739027
07/22 06:27:42 AM | Train: [ 43/600] Step 000/520 Loss 1.575 Prec@(1,5) (69.8%, 93.8%)
07/22 06:28:12 AM | Train: [ 43/600] Step 200/520 Loss 1.499 Prec@(1,5) (70.5%, 93.2%)
07/22 06:28:41 AM | Train: [ 43/600] Step 400/520 Loss 1.546 Prec@(1,5) (69.6%, 92.7%)
07/22 06:29:01 AM | Train: [ 43/600] Step 520/520 Loss 1.555 Prec@(1,5) (69.4%, 92.6%)
07/22 06:29:01 AM | Train: [ 43/600] Final Prec@1 69.4420%
07/22 06:29:01 AM | Valid: [ 43/600] Step 000/104 Loss 1.261 Prec@(1,5) (66.7%, 88.5%)
07/22 06:29:06 AM | Valid: [ 43/600] Step 104/104 Loss 1.389 Prec@(1,5) (63.6%, 89.0%)
07/22 06:29:06 AM | Valid: [ 43/600] Final Prec@1 63.5800%
07/22 06:29:06 AM | Epoch 43 LR 0.0246697362859145
07/22 06:29:06 AM | Train: [ 44/600] Step 000/520 Loss 1.671 Prec@(1,5) (70.8%, 90.6%)
07/22 06:29:39 AM | Train: [ 44/600] Step 200/520 Loss 1.512 Prec@(1,5) (70.1%, 93.1%)
07/22 06:30:09 AM | Train: [ 44/600] Step 400/520 Loss 1.538 Prec@(1,5) (69.5%, 92.8%)
07/22 06:30:27 AM | Train: [ 44/600] Step 520/520 Loss 1.552 Prec@(1,5) (69.2%, 92.7%)
07/22 06:30:27 AM | Train: [ 44/600] Final Prec@1 69.2120%
07/22 06:30:27 AM | Valid: [ 44/600] Step 000/104 Loss 1.233 Prec@(1,5) (66.7%, 89.6%)
07/22 06:30:31 AM | Valid: [ 44/600] Step 104/104 Loss 1.396 Prec@(1,5) (63.9%, 88.9%)
07/22 06:30:31 AM | Valid: [ 44/600] Final Prec@1 63.9100%
07/22 06:30:32 AM | Epoch 44 LR 0.024654624004970958
07/22 06:30:32 AM | Train: [ 45/600] Step 000/520 Loss 1.508 Prec@(1,5) (72.9%, 89.6%)
07/22 06:31:03 AM | Train: [ 45/600] Step 200/520 Loss 1.470 Prec@(1,5) (70.9%, 93.5%)
07/22 06:31:33 AM | Train: [ 45/600] Step 400/520 Loss 1.529 Prec@(1,5) (70.0%, 92.8%)
07/22 06:31:51 AM | Train: [ 45/600] Step 520/520 Loss 1.542 Prec@(1,5) (69.7%, 92.6%)
07/22 06:31:51 AM | Train: [ 45/600] Final Prec@1 69.7180%
07/22 06:31:52 AM | Valid: [ 45/600] Step 000/104 Loss 1.376 Prec@(1,5) (62.5%, 89.6%)
07/22 06:31:56 AM | Valid: [ 45/600] Step 104/104 Loss 1.432 Prec@(1,5) (63.6%, 88.8%)
07/22 06:31:56 AM | Valid: [ 45/600] Final Prec@1 63.5500%
07/22 06:31:56 AM | Epoch 45 LR 0.024639178498870453
07/22 06:31:56 AM | Train: [ 46/600] Step 000/520 Loss 1.651 Prec@(1,5) (69.8%, 91.7%)
07/22 06:32:26 AM | Train: [ 46/600] Step 200/520 Loss 1.468 Prec@(1,5) (71.0%, 93.4%)
07/22 06:32:56 AM | Train: [ 46/600] Step 400/520 Loss 1.515 Prec@(1,5) (70.1%, 92.9%)
07/22 06:33:15 AM | Train: [ 46/600] Step 520/520 Loss 1.532 Prec@(1,5) (69.7%, 92.7%)
07/22 06:33:15 AM | Train: [ 46/600] Final Prec@1 69.7460%
07/22 06:33:15 AM | Valid: [ 46/600] Step 000/104 Loss 1.215 Prec@(1,5) (63.5%, 90.6%)
07/22 06:33:19 AM | Valid: [ 46/600] Step 104/104 Loss 1.355 Prec@(1,5) (63.8%, 88.8%)
07/22 06:33:19 AM | Valid: [ 46/600] Final Prec@1 63.7700%
07/22 06:33:20 AM | Epoch 46 LR 0.02462340019105934
07/22 06:33:20 AM | Train: [ 47/600] Step 000/520 Loss 1.734 Prec@(1,5) (71.9%, 86.5%)
07/22 06:33:51 AM | Train: [ 47/600] Step 200/520 Loss 1.490 Prec@(1,5) (70.7%, 93.3%)
07/22 06:34:21 AM | Train: [ 47/600] Step 400/520 Loss 1.512 Prec@(1,5) (70.4%, 93.0%)
07/22 06:34:39 AM | Train: [ 47/600] Step 520/520 Loss 1.524 Prec@(1,5) (70.2%, 92.9%)
07/22 06:34:39 AM | Train: [ 47/600] Final Prec@1 70.2040%
07/22 06:34:39 AM | Valid: [ 47/600] Step 000/104 Loss 1.340 Prec@(1,5) (65.6%, 90.6%)
07/22 06:34:44 AM | Valid: [ 47/600] Step 104/104 Loss 1.425 Prec@(1,5) (63.6%, 89.8%)
07/22 06:34:44 AM | Valid: [ 47/600] Final Prec@1 63.6100%
07/22 06:34:44 AM | Epoch 47 LR 0.024607289514107893
07/22 06:34:44 AM | Train: [ 48/600] Step 000/520 Loss 1.130 Prec@(1,5) (78.1%, 94.8%)
07/22 06:35:14 AM | Train: [ 48/600] Step 200/520 Loss 1.482 Prec@(1,5) (70.5%, 93.1%)
07/22 06:35:44 AM | Train: [ 48/600] Step 400/520 Loss 1.500 Prec@(1,5) (70.3%, 93.0%)
07/22 06:36:02 AM | Train: [ 48/600] Step 520/520 Loss 1.507 Prec@(1,5) (70.2%, 93.0%)
07/22 06:36:02 AM | Train: [ 48/600] Final Prec@1 70.2080%
07/22 06:36:02 AM | Valid: [ 48/600] Step 000/104 Loss 1.221 Prec@(1,5) (63.5%, 90.6%)
07/22 06:36:06 AM | Valid: [ 48/600] Step 104/104 Loss 1.262 Prec@(1,5) (66.6%, 90.3%)
07/22 06:36:06 AM | Valid: [ 48/600] Final Prec@1 66.5500%
07/22 06:36:06 AM | Epoch 48 LR 0.024590846909698465
07/22 06:36:07 AM | Train: [ 49/600] Step 000/520 Loss 1.413 Prec@(1,5) (71.9%, 93.8%)
07/22 06:36:42 AM | Train: [ 49/600] Step 200/520 Loss 1.436 Prec@(1,5) (72.0%, 93.6%)
07/22 06:37:12 AM | Train: [ 49/600] Step 400/520 Loss 1.500 Prec@(1,5) (70.6%, 93.1%)
07/22 06:37:30 AM | Train: [ 49/600] Step 520/520 Loss 1.509 Prec@(1,5) (70.4%, 93.0%)
07/22 06:37:30 AM | Train: [ 49/600] Final Prec@1 70.4360%
07/22 06:37:31 AM | Valid: [ 49/600] Step 000/104 Loss 1.111 Prec@(1,5) (75.0%, 90.6%)
07/22 06:37:35 AM | Valid: [ 49/600] Step 104/104 Loss 1.311 Prec@(1,5) (66.0%, 89.8%)
07/22 06:37:35 AM | Valid: [ 49/600] Final Prec@1 66.0000%
07/22 06:37:35 AM | Epoch 49 LR 0.024574072828613357
07/22 06:37:35 AM | Train: [ 50/600] Step 000/520 Loss 1.651 Prec@(1,5) (69.8%, 94.8%)
07/22 06:38:06 AM | Train: [ 50/600] Step 200/520 Loss 1.463 Prec@(1,5) (71.5%, 93.4%)
07/22 06:38:36 AM | Train: [ 50/600] Step 400/520 Loss 1.488 Prec@(1,5) (70.7%, 93.2%)
07/22 06:38:54 AM | Train: [ 50/600] Step 520/520 Loss 1.496 Prec@(1,5) (70.5%, 93.1%)
07/22 06:38:54 AM | Train: [ 50/600] Final Prec@1 70.5400%
07/22 06:38:54 AM | Valid: [ 50/600] Step 000/104 Loss 1.193 Prec@(1,5) (68.8%, 90.6%)
07/22 06:38:58 AM | Valid: [ 50/600] Step 104/104 Loss 1.232 Prec@(1,5) (67.3%, 90.5%)
07/22 06:38:58 AM | Valid: [ 50/600] Final Prec@1 67.3200%
07/22 06:38:58 AM | Epoch 50 LR 0.024556967730722478
07/22 06:38:59 AM | Train: [ 51/600] Step 000/520 Loss 1.490 Prec@(1,5) (72.9%, 89.6%)
07/22 06:39:29 AM | Train: [ 51/600] Step 200/520 Loss 1.440 Prec@(1,5) (71.6%, 93.8%)
07/22 06:40:00 AM | Train: [ 51/600] Step 400/520 Loss 1.475 Prec@(1,5) (71.0%, 93.3%)
07/22 06:40:19 AM | Train: [ 51/600] Step 520/520 Loss 1.483 Prec@(1,5) (70.9%, 93.2%)
07/22 06:40:19 AM | Train: [ 51/600] Final Prec@1 70.8740%
07/22 06:40:19 AM | Valid: [ 51/600] Step 000/104 Loss 1.267 Prec@(1,5) (64.6%, 89.6%)
07/22 06:40:23 AM | Valid: [ 51/600] Step 104/104 Loss 1.281 Prec@(1,5) (65.9%, 90.3%)
07/22 06:40:23 AM | Valid: [ 51/600] Final Prec@1 65.8800%
07/22 06:40:23 AM | Epoch 51 LR 0.02453953208497073
07/22 06:40:24 AM | Train: [ 52/600] Step 000/520 Loss 1.444 Prec@(1,5) (74.0%, 93.8%)
07/22 06:40:54 AM | Train: [ 52/600] Step 200/520 Loss 1.465 Prec@(1,5) (71.3%, 93.4%)
07/22 06:41:23 AM | Train: [ 52/600] Step 400/520 Loss 1.482 Prec@(1,5) (70.8%, 93.1%)
07/22 06:41:43 AM | Train: [ 52/600] Step 520/520 Loss 1.492 Prec@(1,5) (70.5%, 93.1%)
07/22 06:41:43 AM | Train: [ 52/600] Final Prec@1 70.5340%
07/22 06:41:44 AM | Valid: [ 52/600] Step 000/104 Loss 1.295 Prec@(1,5) (64.6%, 88.5%)
07/22 06:41:49 AM | Valid: [ 52/600] Step 104/104 Loss 1.292 Prec@(1,5) (65.9%, 90.0%)
07/22 06:41:49 AM | Valid: [ 52/600] Final Prec@1 65.8900%
07/22 06:41:49 AM | Epoch 52 LR 0.024521766369365147
07/22 06:41:49 AM | Train: [ 53/600] Step 000/520 Loss 1.172 Prec@(1,5) (80.2%, 94.8%)
07/22 06:42:21 AM | Train: [ 53/600] Step 200/520 Loss 1.432 Prec@(1,5) (72.0%, 93.5%)
07/22 06:42:51 AM | Train: [ 53/600] Step 400/520 Loss 1.460 Prec@(1,5) (71.4%, 93.3%)
07/22 06:43:09 AM | Train: [ 53/600] Step 520/520 Loss 1.477 Prec@(1,5) (71.0%, 93.2%)
07/22 06:43:09 AM | Train: [ 53/600] Final Prec@1 71.0020%
07/22 06:43:09 AM | Valid: [ 53/600] Step 000/104 Loss 1.022 Prec@(1,5) (70.8%, 93.8%)
07/22 06:43:14 AM | Valid: [ 53/600] Step 104/104 Loss 1.261 Prec@(1,5) (66.4%, 90.1%)
07/22 06:43:14 AM | Valid: [ 53/600] Final Prec@1 66.4200%
07/22 06:43:14 AM | Epoch 53 LR 0.024503671070961793
07/22 06:43:15 AM | Train: [ 54/600] Step 000/520 Loss 1.397 Prec@(1,5) (72.9%, 93.8%)
07/22 06:43:47 AM | Train: [ 54/600] Step 200/520 Loss 1.393 Prec@(1,5) (72.7%, 94.1%)
07/22 06:44:18 AM | Train: [ 54/600] Step 400/520 Loss 1.452 Prec@(1,5) (71.3%, 93.5%)
07/22 06:44:36 AM | Train: [ 54/600] Step 520/520 Loss 1.462 Prec@(1,5) (71.1%, 93.4%)
07/22 06:44:36 AM | Train: [ 54/600] Final Prec@1 71.1000%
07/22 06:44:36 AM | Valid: [ 54/600] Step 000/104 Loss 1.352 Prec@(1,5) (65.6%, 91.7%)
07/22 06:44:40 AM | Valid: [ 54/600] Step 104/104 Loss 1.374 Prec@(1,5) (64.7%, 90.0%)
07/22 06:44:40 AM | Valid: [ 54/600] Final Prec@1 64.7300%
07/22 06:44:41 AM | Epoch 54 LR 0.024485246685852415
07/22 06:44:41 AM | Train: [ 55/600] Step 000/520 Loss 1.367 Prec@(1,5) (74.0%, 92.7%)
07/22 06:45:10 AM | Train: [ 55/600] Step 200/520 Loss 1.422 Prec@(1,5) (71.9%, 93.8%)
07/22 06:45:45 AM | Train: [ 55/600] Step 400/520 Loss 1.459 Prec@(1,5) (71.2%, 93.4%)
07/22 06:46:03 AM | Train: [ 55/600] Step 520/520 Loss 1.462 Prec@(1,5) (71.1%, 93.4%)
07/22 06:46:03 AM | Train: [ 55/600] Final Prec@1 71.1100%
07/22 06:46:03 AM | Valid: [ 55/600] Step 000/104 Loss 1.146 Prec@(1,5) (69.8%, 91.7%)
07/22 06:46:07 AM | Valid: [ 55/600] Step 104/104 Loss 1.274 Prec@(1,5) (66.9%, 90.2%)
07/22 06:46:07 AM | Valid: [ 55/600] Final Prec@1 66.9000%
07/22 06:46:07 AM | Epoch 55 LR 0.024466493719150842
